,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MB 100, POBLACION TOTAL , VIVIENDAS TOTALES ,% POBREZA TOTAL,POBLACION POBREZA TOTAL, % POBREZA EXTREMA , POBLACION POBREZA EXTREMA , % REZAGO EDUCATIVO , POBLACION REZAGO EDUCATIVO , % CARENCIA POR ACCESO A LOS SERVICIOS DE SALUD , POBLACION CARENCIA POR ACCESO A LOS SERVICIOS DE SALUD , % CARENCIA POR ACCESO A LA SEGURIDAD SOCIAL , POBLACION CARENCIA POR ACCESO A LA SEGURIDAD SOCIAL , % CARENCIA POR CALIDAD Y ESPACIOS EN LA VIVIENDA , POBLACION CARENCIA POR CALIDAD Y ESPACIOS EN LA VIVIENDA , % CARENCIA POR SERVICIOS BÁSICOS EN LA VIVIENDA , POBLACION CARENCIA POR SERVICIOS BÁSICOS EN LA VIVIENDA , % CARENCIA POR ACCESO A LA ALIMENTACION , POBLACION CARENCIA POR ACCESO A LA ALIMENTACION , % Población con ingreso inferior a la línea de pobreza por ingresos , Población con ingreso inferior a la línea de pobreza por ingresos , % Población con ingreso inferior a la línea de pobreza extrema por ingresos , Población con ingreso inferior a la línea de pobreza extrema por ingresos , GRADO DE REZAGO SOCIAL , %Población de 15 años o más analfabeta , % Población de 6 a 14 años que no asiste a la escuela , % Población de 15 años y más con educación básica incompleta , % Población sin derechohabiencia a servicios de salud , % Viviendas con piso de tierra , % Viviendas que no disponen de excusado o sanitario , % Viviendas que no disponen de agua entubada de la red pública , % Viviendas que no disponen de drenaje , % Viviendas que no disponen de energía eléctrica , % Viviendas que no disponen de lavadora , % Viviendas que no disponen de refrigerador , GRADO DE MARGINACION , % Población de 15 años o más analfabeta  , % Población  de 15 años o más sin educación básica , % Ocupantes en viviendas particulares sin drenaje ni excusado , % Ocupantes en viviendas particulares sin energía eléctrica , % Ocupantes en viviendas particulares sin agua entubada , % Ocupantes en viviendas particulares con piso de tierra , % Viviendas particulares con hacinamiento , % Población en localidades con menos de 5 000 habitantes , % Población ocupada con ingresos menores a 2 salarios mínimos , % VIVIENDAS CON PAREDES DE MATERIALES ENDEBLES , % VIVIENDAS CON TECHOS DE MATERIALES ENDEBLES , FAISMUN 2023 
20473,Santiago Laxopa,NO," 1,291 ", 374 , 91.6 ," 1,184 ", 11.55 , 149 , 21.51 , 278 , 7.78 , 101 , 85.71 ," 1,107 ", 18.54 , 240 , 24.88 , 321 , 2.57 , 33 , 94.99 ," 1,227 ", 70.20 , 907 ,Medio, 3.24 , 1.88 , 57.47 , 7.75 , 16.04 , 1.34 , -   , 2.94 , 0.27 , 78.34 , 47.06 ,Bajo, 3.2 , 57.5 , 0.4 , 0.1 , -   , 13.6 , 21.4 , 100.0 , 96.2 , 0.80 , 0.27 ," 4,858,435 "
20474,Santiago Llano Grande,NO," 3,440 "," 1,041 ", 57.4 ," 1,975 ", 16.31 , 561 , 26.72 , 920 , 20.19 , 695 , 75.70 ," 2,606 ", 31.61 ," 1,088 ", 54.53 ," 1,877 ", 51.05 ," 1,757 ", 58.75 ," 2,022 ", 21.17 , 729 ,Medio, 17.54 , 3.95 , 48.84 , 20.52 , 7.78 , 9.13 , 1.92 , 8.93 , 2.50 , 47.65 , 18.64 ,Alto, 17.6 , 48.9 , 6.6 , 1.2 , 1.4 , 7.1 , 28.8 , 100.0 , 84.2 , 3.07 , 1.15 ," 7,326,405 "
20475,Santiago Matatlán,NO," 10,175 "," 2,522 ", 88.8 ," 10,086 ", 30.48 ," 3,461 ", 30.13 ," 3,422 ", 55.49 ," 6,301 ", 84.36 ," 9,579 ", 14.16 ," 1,607 ", 52.81 ," 5,996 ", 10.69 ," 1,214 ", 91.36 ," 10,374 ", 64.19 ," 7,289 ",Medio, 17.13 , 3.17 , 60.55 , 32.19 , 16.85 , 0.99 , 6.86 , 2.97 , 1.90 , 68.60 , 39.06 ,Alto, 17.1 , 60.6 , 0.6 , 1.4 , 6.2 , 15.9 , 36.1 , 100.0 , 86.2 , 2.18 , 0.12 ," 23,172,684 "
20476,Santiago Miltepec,NO, 421 , 142 , 69.8 , 294 , 11.65 , 49 , 24.26 , 102 , 10.78 , 45 , 51.23 , 216 , 13.97 , 59 , 48.04 , 202 , 14.46 , 61 , 79.86 , 336 , 41.97 , 177 ,Bajo, 8.25 , 6.67 , 50.79 , 11.40 , 2.82 , 3.52 , 2.11 , 7.75 , 2.11 , 40.85 , 30.28 ,Medio, 8.3 , 50.8 , 2.4 , 1.9 , 1.4 , 3.1 , 28.9 , 100.0 , 95.9 , 0.70 , 2.11 ," 3,100,598 "
20477,Santiago Minas,NO," 1,327 ", 357 , 81.1 ," 1,077 ", 22.04 , 293 , 47.87 , 636 , 11.17 , 148 , 71.66 , 952 , 18.69 , 248 , 79.33 ," 1,054 ", 12.08 , 160 , 81.95 ," 1,088 ", 41.86 , 556 ,Medio, 20.96 , 8.37 , 74.54 , 11.68 , 15.69 , 0.56 , 5.60 , 15.69 , 1.40 , 32.77 , 14.01 ,Alto, 21.0 , 74.5 , 0.4 , 1.8 , 6.0 , 16.5 , 20.4 , 100.0 , 95.1 , 4.76 , 0.84 ," 6,161,727 "
20478,Santiago Nacaltepec,NO," 1,599 ", 563 , 90.3 ," 1,445 ", 29.86 , 478 , 33.96 , 543 , 18.42 , 295 , 70.74 ," 1,132 ", 17.05 , 273 , 74.00 ," 1,184 ", 23.58 , 377 , 91.89 ," 1,470 ", 61.80 , 989 ,Medio, 9.43 , 3.59 , 66.32 , 17.70 , 12.97 , 1.60 , 8.70 , 35.70 , 1.60 , 57.37 , 31.97 ,Medio, 9.4 , 66.4 , 0.8 , 1.2 , 7.7 , 12.7 , 14.9 , 100.0 , 95.4 , 2.48 , 0.71 ," 5,023,541 "
20479,Santiago Nejapilla,NO, 174 , 68 , 93.8 , 163 , 38.29 , 67 , 39.53 , 69 , 22.09 , 38 , 64.53 , 112 , 9.30 , 16 , 76.74 , 134 , 25.00 , 44 , 99.04 , 172 , 90.66 , 158 ,Medio, 10.74 , -   , 71.81 , 21.26 , 2.94 , -   , 1.47 , 58.82 , 1.47 , 80.88 , 60.29 ,Medio, 10.7 , 71.8 , -   , 1.7 , 1.7 , 5.7 , 19.1 , 100.0 , 98.7 , 2.99 , -   ," 1,543,803 "
20480,Santiago Nundiche,SI," 1,351 ", 402 , 93.2 ," 1,260 ", 55.89 , 756 , 23.21 , 314 , 28.17 , 381 , 82.52 ," 1,116 ", 27.40 , 371 , 99.47 ," 1,345 ", 68.78 , 930 , 93.22 ," 1,260 ", 65.36 , 884 ,Muy alto, 11.47 , 1.52 , 47.23 , 28.28 , 20.40 , 4.98 , 16.42 , 96.52 , 11.94 , 92.29 , 89.80 ,Muy alto, 11.5 , 47.2 , 4.3 , 11.3 , 14.8 , 21.7 , 32.1 , 100.0 , 97.6 , -   , -   ," 5,389,084 "
20481,Santiago Nuyoó,NO," 1,898 ", 579 , 89.3 ," 1,696 ", 26.56 , 504 , 21.08 , 400 , 7.12 , 135 , 61.89 ," 1,175 ", 24.15 , 459 , 94.45 ," 1,794 ", 30.62 , 581 , 90.27 ," 1,714 ", 58.27 ," 1,107 ",Alto, 15.38 , 2.17 , 50.79 , 7.27 , 14.85 , 2.59 , 0.86 , 83.25 , 1.73 , 78.58 , 68.05 ,Alto, 15.4 , 50.8 , 2.1 , 1.3 , 0.6 , 13.2 , 28.8 , 100.0 , 96.7 , 9.33 , 0.69 ," 8,156,049 "
20482,Santiago Pinotepa Nacional,SI," 55,840 "," 15,450 ", 54.8 ," 31,246 ", 17.87 ," 10,194 ", 25.82 ," 14,732 ", 52.90 ," 30,180 ", 77.46 ," 44,191 ", 23.97 ," 13,674 ", 51.87 ," 29,594 ", 40.06 ," 22,855 ", 56.63 ," 32,308 ", 22.50 ," 12,839 ",Medio, 12.73 , 4.14 , 40.71 , 39.48 , 9.55 , 8.49 , 16.81 , 9.40 , 1.90 , 58.03 , 22.08 ,Alto, 12.8 , 40.8 , 7.4 , 1.2 , 17.4 , 9.6 , 31.9 , 39.6 , 80.9 , 2.71 , 0.31 ," 88,328,608 "
20483,Santiago Suchilquitongo,NO," 10,886 "," 2,861 ", 77.0 ," 8,846 ", 30.73 ," 3,532 ", 18.68 ," 2,147 ", 48.80 ," 5,609 ", 77.57 ," 8,916 ", 18.04 ," 2,074 ", 70.24 ," 8,074 ", 19.56 ," 2,248 ", 79.09 ," 9,090 ", 49.78 ," 5,722 ",Bajo, 3.27 , 6.43 , 39.61 , 37.19 , 8.04 , 1.12 , 14.33 , 38.17 , 1.68 , 46.00 , 22.06 ,Bajo, 3.3 , 39.7 , 0.7 , 1.2 , 13.6 , 7.7 , 26.8 , 24.0 , 73.7 , 10.13 , 0.72 ," 22,594,524 "
20484,Santiago Tamazola,NO," 4,458 "," 1,125 ", 74.0 ," 3,301 ", 21.42 , 955 , 31.94 ," 1,425 ", 14.15 , 631 , 86.51 ," 3,858 ", 17.11 , 763 , 64.22 ," 2,864 ", 29.62 ," 1,321 ", 74.49 ," 3,322 ", 36.13 ," 1,611 ",Bajo, 13.27 , 3.79 , 58.71 , 14.69 , 4.09 , 6.04 , 11.11 , 6.84 , 1.78 , 28.00 , 25.60 ,Alto, 13.3 , 58.7 , 5.3 , 1.7 , 11.1 , 3.5 , 32.5 , 100.0 , 92.3 , 0.89 , 0.35 ," 8,988,746 "
20485,Santiago Tapextla,NO," 3,134 ", 802 , 85.0 ," 2,664 ", 42.40 ," 1,329 ", 41.14 ," 1,290 ", 22.53 , 706 , 85.36 ," 2,676 ", 37.21 ," 1,166 ", 89.16 ," 2,795 ", 53.44 ," 1,675 ", 85.27 ," 2,673 ", 50.33 ," 1,578 ",Alto, 24.72 , 15.95 , 66.20 , 23.29 , 14.84 , 22.19 , 5.99 , 25.69 , 2.99 , 45.51 , 26.93 ,Muy alto, 24.7 , 66.2 , 20.5 , 1.6 , 4.8 , 15.5 , 31.4 , 100.0 , 85.8 , 12.50 , 1.88 ," 10,225,129 "
20486,Villa Tejúpam de la Unión,NO," 2,419 ", 694 , 59.9 ," 1,449 ", 10.58 , 256 , 19.92 , 482 , 22.59 , 547 , 77.96 ," 1,887 ", 14.85 , 359 , 49.70 ," 1,203 ", 22.38 , 542 , 62.15 ," 1,504 ", 21.87 , 529 ,Bajo, 6.15 , 3.47 , 48.78 , 22.94 , 6.48 , 5.19 , 5.48 , 7.35 , 1.30 , 48.41 , 39.77 ,Medio, 6.2 , 48.9 , 2.8 , 0.7 , 5.0 , 6.3 , 34.3 , 100.0 , 91.7 , 1.44 , 0.29 ," 5,083,459 "
20487,Santiago Tenango,NO," 1,966 ", 585 , 86.8 ," 1,707 ", 31.57 , 621 , 13.91 , 274 , 35.78 , 704 , 84.79 ," 1,668 ", 34.43 , 677 , 66.09 ," 1,300 ", 18.96 , 373 , 88.20 ," 1,735 ", 53.45 ," 1,051 ",Medio, 3.30 , 5.33 , 32.61 , 35.61 , 25.13 , 1.71 , 5.13 , 23.76 , 5.30 , 71.62 , 39.15 ,Medio, 3.3 , 32.6 , 0.9 , 3.9 , 4.1 , 25.9 , 34.9 , 100.0 , 80.2 , 4.62 , 0.34 ," 5,499,245 "
20488,Santiago Tepetlapa,NO, 130 , 41 , 77.9 , 101 , 17.47 , 23 , 34.38 , 45 , 32.81 , 43 , 71.88 , 93 , 10.16 , 13 , 54.69 , 71 , -   , -   , 79.38 , 103 , 39.04 , 51 ,Bajo, 10.20 , -   , 67.35 , 37.69 , 4.88 , -   , -   , 7.32 , -   , 46.34 , 24.39 ,Medio, 10.2 , 67.3 , -   , -   , -   , 3.1 , 22.0 , 100.0 , 89.8 , 4.88 , -   ," 1,313,404 "
20489,Santiago Tetepec,NO," 4,909 "," 1,348 ", 84.5 ," 4,149 ", 32.69 ," 1,605 ", 32.24 ," 1,583 ", 24.91 ," 1,223 ", 88.04 ," 4,324 ", 29.61 ," 1,454 ", 81.22 ," 3,989 ", 25.18 ," 1,237 ", 84.86 ," 4,168 ", 48.47 ," 2,380 ",Medio, 14.84 , 3.54 , 59.43 , 25.10 , 15.43 , 6.97 , 6.01 , 19.81 , 2.52 , 76.04 , 31.31 ,Alto, 14.8 , 59.4 , 6.1 , 1.9 , 5.4 , 15.9 , 35.9 , 100.0 , 93.5 , 1.26 , 0.52 ," 14,280,882 "
20490,Santiago Texcalcingo,NO," 2,974 ", 762 , 97.0 ," 2,885 ", 44.99 ," 1,338 ", 48.21 ," 1,434 ", 24.61 , 732 , 84.88 ," 2,525 ", 21.40 , 637 , 48.85 ," 1,453 ", 30.15 , 897 , 98.68 ," 2,936 ", 87.14 ," 2,592 ",Alto, 27.39 , 8.79 , 72.56 , 24.51 , 8.53 , 1.18 , 1.18 , 24.15 , 0.66 , 90.68 , 82.94 ,Alto, 27.4 , 72.6 , 0.4 , 0.5 , 0.8 , 8.2 , 40.6 , 100.0 , 98.9 , 0.52 , 1.18 ," 9,331,700 "
20491,Santiago Textitlán,NO," 4,930 ", 904 , 95.9 ," 4,729 ", 46.45 ," 2,291 ", 19.55 , 964 , 7.42 , 366 , 71.62 ," 3,532 ", 36.84 ," 1,817 ", 86.87 ," 4,285 ", 46.79 ," 2,308 ", 96.84 ," 4,776 ", 76.99 ," 3,797 ",Alto, 10.16 , 0.85 , 41.98 , 7.22 , 28.10 , 0.55 , -   , 63.16 , 1.88 , 65.60 , 64.82 ,Alto, 10.2 , 42.0 , 0.4 , 1.0 , -   , 28.1 , 40.0 , 100.0 , 96.2 , 0.55 , 0.44 ," 13,049,216 "
20492,Santiago Tilantongo,NO," 2,764 ", 904 , 95.2 ," 2,632 ", 41.67 ," 1,152 ", 30.06 , 831 , 11.82 , 327 , 74.23 ," 2,052 ", 25.03 , 692 , 88.70 ," 2,453 ", 25.10 , 694 , 96.43 ," 2,666 ", 78.76 ," 2,178 ",Alto, 18.34 , 1.26 , 58.34 , 11.69 , 15.93 , 3.76 , 16.04 , 77.43 , 5.64 , 72.46 , 61.73 ,Alto, 18.3 , 58.3 , 2.8 , 5.1 , 15.4 , 15.9 , 26.4 , 100.0 , 94.4 , 4.20 , 0.33 ," 12,727,977 "
20493,Santiago Tillo,NO, 545 , 175 , 68.0 , 371 , 14.37 , 78 , 16.54 , 90 , 17.87 , 97 , 72.43 , 395 , 21.10 , 115 , 39.92 , 218 , 26.43 , 144 , 72.09 , 393 , 32.20 , 175 ,Bajo, 6.22 , 2.44 , 45.45 , 18.17 , 6.29 , 1.14 , 0.57 , 24.00 , 0.57 , 38.86 , 21.71 ,Bajo, 6.2 , 45.5 , 0.7 , 0.9 , 0.6 , 6.1 , 24.6 , 100.0 , 87.4 , 4.57 , -   ," 2,132,091 "
20494,Santiago Tlazoyaltepec,SI," 6,300 "," 1,293 ", 98.6 ," 6,215 ", 58.83 ," 3,708 ", 32.58 ," 2,054 ", 17.66 ," 1,113 ", 80.81 ," 5,093 ", 41.34 ," 2,606 ", 97.46 ," 6,143 ", 20.99 ," 1,323 ", 98.66 ," 6,219 ", 88.94 ," 5,606 ",Muy alto, 20.98 , 3.75 , 57.22 , 17.59 , 26.14 , 1.93 , 16.40 , 94.20 , 3.17 , 79.58 , 72.70 ,Muy alto, 21.0 , 57.2 , 1.7 , 2.2 , 17.6 , 26.2 , 36.5 , 100.0 , 94.9 , 5.72 , 0.08 ," 25,028,328 "
20495,Santiago Xanica,SI," 3,029 ", 809 , 94.3 ," 2,857 ", 52.25 ," 1,583 ", 44.70 ," 1,354 ", 17.10 , 518 , 86.78 ," 2,630 ", 41.12 ," 1,246 ", 94.01 ," 2,849 ", 41.49 ," 1,257 ", 94.87 ," 2,874 ", 68.64 ," 2,080 ",Muy alto, 21.23 , 11.69 , 69.58 , 17.23 , 23.24 , 2.22 , 7.66 , 76.64 , 8.41 , 93.33 , 78.00 ,Muy alto, 21.3 , 69.6 , 1.4 , 7.0 , 6.6 , 23.5 , 45.5 , 100.0 , 97.1 , 12.48 , 0.37 ," 12,170,632 "
20496,Santiago Xiacuí,NO," 1,893 ", 534 , 63.6 ," 1,204 ", 9.06 , 172 , 14.42 , 273 , 16.72 , 317 , 75.93 ," 1,438 ", 11.51 , 218 , 34.10 , 646 , 12.34 , 234 , 68.15 ," 1,291 ", 29.96 , 568 ,Bajo, 2.74 , 1.62 , 38.49 , 17.06 , 10.86 , 0.75 , 0.37 , 15.36 , 0.37 , 35.77 , 18.35 ,Bajo, 2.7 , 38.5 , 0.3 , 0.2 , 0.2 , 9.9 , 18.4 , 100.0 , 86.7 , 1.50 , 0.19 ," 3,495,277 "
20497,Santiago Yaitepec,SI," 4,233 ", 948 , 98.0 ," 4,152 ", 66.27 ," 2,806 ", 56.59 ," 2,397 ", 27.13 ," 1,149 ", 91.06 ," 3,857 ", 35.35 ," 1,497 ", 95.24 ," 4,033 ", 32.38 ," 1,371 ", 98.06 ," 4,153 ", 83.43 ," 3,533 ",Muy alto, 43.51 , 15.62 , 82.03 , 26.93 , 14.14 , 2.95 , 1.05 , 57.70 , 0.95 , 81.22 , 60.34 ,Muy alto, 43.5 , 82.1 , 2.3 , 0.8 , 0.5 , 15.5 , 50.1 , 100.0 , 92.9 , 2.85 , 1.27 ," 18,477,541 "
20498,Santiago Yaveo,NO," 7,593 "," 2,080 ", 79.4 ," 6,030 ", 29.33 ," 2,228 ", 33.64 ," 2,556 ", 22.25 ," 1,690 ", 89.88 ," 6,828 ", 25.56 ," 1,942 ", 80.56 ," 6,120 ", 44.80 ," 3,404 ", 79.50 ," 6,039 ", 38.52 ," 2,926 ",Alto, 15.49 , 7.38 , 59.07 , 23.31 , 14.52 , 3.80 , 46.63 , 20.10 , 3.46 , 56.01 , 33.17 ,Muy alto, 15.5 , 59.2 , 3.2 , 3.1 , 44.8 , 14.5 , 32.3 , 100.0 , 94.1 , 1.25 , 0.72 ," 18,244,296 "
20499,Santiago Yolomécatl,NO," 1,922 ", 539 , 52.2 ," 1,004 ", 7.45 , 143 , 13.22 , 254 , 16.80 , 323 , 59.58 ," 1,146 ", 14.48 , 278 , 26.32 , 506 , 19.93 , 383 , 58.50 ," 1,125 ", 23.67 , 455 ,Bajo, 3.31 , 3.59 , 35.38 , 17.48 , 7.05 , 1.48 , 3.71 , 8.91 , 0.56 , 39.89 , 26.53 ,Bajo, 3.3 , 35.4 , 0.7 , 0.4 , 3.9 , 6.6 , 24.5 , 100.0 , 81.9 , 0.37 , 0.56 ," 3,245,854 "
20500,Santiago Yosondúa,NO," 7,991 "," 2,405 ", 87.3 ," 6,978 ", 26.37 ," 2,108 ", 28.51 ," 2,279 ", 10.02 , 801 , 73.30 ," 5,860 ", 20.65 ," 1,651 ", 81.22 ," 6,493 ", 19.96 ," 1,596 ", 88.74 ," 7,095 ", 57.42 ," 4,591 ",Alto, 12.11 , 6.19 , 59.62 , 17.16 , 17.80 , 2.37 , 6.61 , 37.55 , 4.16 , 63.24 , 69.52 ,Alto, 12.1 , 59.6 , 1.9 , 3.5 , 6.1 , 18.3 , 30.4 , 100.0 , 95.7 , 0.42 , 1.09 ," 21,730,667 "
20501,Santiago Yucuyachi,NO, 998 , 327 , 68.3 , 682 , 15.08 , 150 , 39.76 , 397 , 21.90 , 219 , 73.97 , 738 , 8.98 , 90 , 55.10 , 550 , 25.43 , 254 , 69.54 , 694 , 28.72 , 287 ,Medio, 19.66 , 7.91 , 71.54 , 22.14 , 7.34 , 1.83 , 0.31 , 7.65 , 0.92 , 26.30 , 17.74 ,Alto, 19.7 , 71.5 , 0.8 , 0.9 , 0.3 , 6.9 , 18.3 , 100.0 , 91.8 , 0.61 , -   ," 3,043,768 "
20502,Santiago Zacatepec,NO," 5,089 "," 1,405 ", 93.2 ," 4,746 ", 59.64 ," 3,036 ", 45.25 ," 2,303 ", 12.97 , 660 , 86.23 ," 4,390 ", 57.23 ," 2,914 ", 97.99 ," 4,989 ", 51.27 ," 2,610 ", 93.40 ," 4,755 ", 69.52 ," 3,539 ",Muy alto, 29.28 , 10.77 , 73.55 , 13.72 , 48.97 , 2.14 , 7.97 , 48.26 , 4.77 , 95.87 , 80.36 ,Muy alto, 29.3 , 73.6 , 1.5 , 4.0 , 7.0 , 52.1 , 38.6 , 100.0 , 93.1 , 28.01 , 7.91 ," 26,606,600 "
20503,Santiago Zoochila,NO, 425 , 124 , 83.4 , 354 , 12.40 , 53 , 23.46 , 100 , 30.33 , 129 , 79.62 , 338 , 8.53 , 36 , 24.64 , 105 , 16.11 , 68 , 85.78 , 365 , 47.26 , 201 ,Bajo, 9.31 , 1.64 , 55.56 , 30.59 , 7.26 , -   , -   , 0.81 , -   , 41.94 , 7.26 ,Bajo, 9.3 , 55.6 , -   , -   , -   , 7.3 , 12.1 , 100.0 , 90.1 , 0.81 , -   ," 943,020 "
20504,Nuevo Zoquiápam,NO," 1,590 ", 399 , 81.8 ," 1,302 ", 19.45 , 309 , 24.57 , 391 , 12.13 , 193 , 89.53 ," 1,424 ", 31.27 , 498 , 52.33 , 833 , 16.66 , 265 , 82.45 ," 1,312 ", 43.44 , 691 ,Bajo, 5.54 , 0.69 , 55.98 , 12.58 , 30.08 , 0.75 , -   , 1.50 , 0.25 , 15.54 , 20.05 ,Medio, 5.5 , 56.0 , 0.3 , 0.1 , -   , 28.8 , 19.5 , 100.0 , 91.2 , 0.75 , 0.25 ," 3,895,106 "
20505,Santo Domingo Ingenio,NO," 7,681 "," 2,498 ", 57.2 ," 4,396 ", 10.67 , 820 , 24.92 ," 1,915 ", 26.20 ," 2,013 ", 55.15 ," 4,238 ", 10.10 , 776 , 18.89 ," 1,452 ", 31.19 ," 2,397 ", 67.49 ," 5,187 ", 28.23 ," 2,169 ",Bajo, 11.72 , 1.82 , 44.60 , 27.54 , 1.76 , 2.52 , 3.52 , 2.48 , 0.84 , 27.18 , 12.33 ,Bajo, 11.7 , 44.6 , 1.7 , 0.5 , 3.6 , 1.6 , 19.2 , 20.2 , 76.8 , 0.36 , 0.24 ," 10,266,296 "
20506,Santo Domingo Albarradas,NO, 798 , 232 , 92.9 , 741 , 30.63 , 244 , 28.95 , 231 , 20.43 , 163 , 80.20 , 640 , 15.79 , 126 , 65.29 , 521 , 13.41 , 107 , 93.93 , 750 , 67.91 , 542 ,Medio, 14.38 , 4.50 , 51.70 , 20.68 , 14.22 , 2.59 , 0.43 , 1.72 , 0.86 , 69.40 , 36.21 ,Medio, 14.4 , 51.7 , 0.9 , 0.5 , 0.1 , 14.4 , 23.3 , 100.0 , 92.1 , -   , -   ," 2,187,757 "
20507,Santo Domingo Armenta,NO," 3,155 ", 932 , 87.4 ," 2,758 ", 35.63 ," 1,125 ", 35.13 ," 1,109 ", 22.29 , 703 , 83.00 ," 2,619 ", 23.71 , 748 , 69.55 ," 2,195 ", 48.61 ," 1,534 ", 88.70 ," 2,799 ", 51.41 ," 1,622 ",Medio, 19.62 , 4.88 , 60.30 , 22.66 , 11.70 , 15.88 , 1.50 , 17.49 , 3.43 , 49.36 , 23.82 ,Alto, 19.6 , 60.4 , 13.6 , 1.4 , 1.1 , 11.0 , 23.2 , 100.0 , 87.7 , 3.64 , 0.43 ," 9,074,806 "
20508,Santo Domingo Chihuitán,NO," 1,618 ", 532 , 31.6 , 511 , 4.50 , 73 , 20.27 , 328 , 12.03 , 195 , 55.73 , 902 , 15.70 , 254 , 33.72 , 546 , 16.80 , 272 , 34.19 , 553 , 8.07 , 131 ,Bajo, 8.81 , 2.90 , 39.44 , 12.86 , 3.95 , 2.82 , 2.26 , 1.88 , 1.88 , 34.96 , 15.23 ,Bajo, 8.8 , 39.5 , 1.8 , 1.5 , 1.3 , 4.2 , 21.8 , 100.0 , 74.5 , 1.88 , 0.19 ," 4,228,562 "
20509,Santo Domingo de Morelos,NO," 11,384 "," 2,484 ", 86.1 ," 9,811 ", 48.21 ," 5,491 ", 46.22 ," 5,263 ", 13.59 ," 1,548 ", 91.40 ," 10,410 ", 36.33 ," 4,138 ", 90.05 ," 10,256 ", 59.73 ," 6,803 ", 86.53 ," 9,855 ", 55.26 ," 6,294 ",Muy alto, 22.37 , 12.41 , 70.24 , 13.70 , 20.13 , 5.92 , 26.05 , 63.93 , 2.62 , 89.86 , 37.60 ,Muy alto, 22.4 , 70.3 , 4.8 , 2.5 , 27.1 , 19.3 , 47.1 , 100.0 , 85.2 , 9.61 , 1.17 ," 40,122,769 "
20510,Santo Domingo Ixcatlán,NO, 760 , 220 , 86.5 , 657 , 25.90 , 197 , 21.12 , 161 , 3.43 , 26 , 74.49 , 566 , 42.66 , 324 , 79.01 , 600 , 8.92 , 68 , 87.95 , 668 , 56.13 , 427 ,Alto, 7.75 , 1.64 , 43.78 , 3.82 , 33.18 , 4.09 , 7.73 , 44.55 , 4.55 , 45.45 , 66.82 ,Alto, 7.7 , 43.8 , 1.4 , 3.3 , 6.2 , 35.4 , 40.0 , 100.0 , 93.4 , 0.91 , 0.91 ," 4,565,930 "
20511,Santo Domingo Nuxaá,NO," 3,335 ", 915 , 97.1 ," 3,239 ", 48.12 ," 1,606 ", 21.44 , 715 , 10.63 , 355 , 85.45 ," 2,851 ", 24.84 , 829 , 92.12 ," 3,074 ", 38.09 ," 1,271 ", 97.43 ," 3,251 ", 82.39 ," 2,749 ",Muy alto, 6.21 , 4.03 , 55.05 , 10.49 , 16.17 , 3.39 , 38.80 , 80.22 , 6.78 , 90.60 , 68.85 ,Muy alto, 6.2 , 55.1 , 3.4 , 5.7 , 39.9 , 16.3 , 34.1 , 100.0 , 96.5 , 0.44 , 0.87 ," 16,914,549 "
20512,Santo Domingo Ozolotepec,NO," 1,101 ", 267 , 95.3 ," 1,050 ", 40.17 , 443 , 39.80 , 439 , 18.76 , 207 , 88.20 , 972 , 26.72 , 294 , 58.37 , 643 , 39.07 , 431 , 95.36 ," 1,051 ", 69.07 , 761 ,Alto, 22.22 , 4.95 , 64.88 , 18.80 , 18.73 , 0.75 , -   , 22.85 , 1.87 , 69.29 , 76.40 ,Alto, 22.2 , 64.9 , 0.5 , 1.1 , -   , 19.3 , 30.7 , 100.0 , 93.8 , 0.37 , 0.37 ," 4,170,680 "
20513,Santo Domingo Petapa,NO," 9,027 "," 2,591 ", 75.9 ," 6,859 ", 21.34 ," 1,927 ", 31.82 ," 2,874 ", 26.84 ," 2,424 ", 75.06 ," 6,779 ", 24.30 ," 2,194 ", 65.58 ," 5,923 ", 34.59 ," 3,123 ", 78.81 ," 7,118 ", 32.73 ," 2,956 ",Medio, 15.16 , 4.51 , 55.40 , 27.12 , 11.46 , 3.82 , 2.39 , 5.29 , 4.13 , 58.28 , 39.79 ,Medio, 15.2 , 55.5 , 2.1 , 3.4 , 2.0 , 11.0 , 28.6 , 35.1 , 85.8 , 1.93 , 1.06 ," 16,713,632 "
20514,Santo Domingo Roayaga,SI, 941 , 246 , 95.3 , 897 , 60.98 , 574 , 41.59 , 391 , 42.36 , 399 , 78.38 , 738 , 65.50 , 616 , 87.66 , 825 , 53.38 , 502 , 95.74 , 901 , 73.96 , 696 ,Muy alto, 17.67 , 5.98 , 66.21 , 41.66 , 59.76 , 2.44 , 0.81 , 50.00 , 4.07 , 94.72 , 77.64 ,Muy alto, 17.7 , 66.2 , 1.4 , 2.5 , 0.4 , 58.5 , 47.6 , 100.0 , 97.6 , 8.13 , 1.22 ," 7,323,869 "
